Sujeto,Relación,Objeto
American Telephone and Telegraph Company,exists today as,AT&T
United States,number of telephones in use by 1880,fifty thousand
United States,number of telephones in use by 1900,1.35 million
White House,had telephone by,1880
Alexander Graham Bell,number of patents issued for telephone patent,"one of almost 700,000 U.S. patents between 1850 and 1900"
Alexander Graham Bell telephone patent,length,six pages including two pages of illustrations
Thomas Alva Edison,number of patents registered,"1,093"
Thomas Alva Edison,laboratory operated,Menlo Park
Menlo Park,housed scientists,up to twenty-five from around the globe
Thomas Alva Edison,inventions,phonograph
Thomas Alva Edison,inventions,mimeograph machine
Thomas Alva Edison,inventions,motion picture projector
Thomas Alva Edison,inventions,dictaphone
Thomas Alva Edison,inventions,storage battery
Thomas Alva Edison,invented in 1879,practical incandescent light bulb
Practical incandescent light bulb,filament material,carbonized cotton thread
Edison Electric Illuminating Company,created in,1882
Edison Electric Illuminating Company,financial backing from,financier J. P. Morgan
Edison Electric Illuminating Company,supplied electrical current to,small number of customers in New York City
Edison General Electric Company,created in,1889
Edison General Electric Company,result of,mergers of Edison's enterprises guided by J. P. Morgan
George Westinghouse,founded company in,1886
George Westinghouse,founded,Westinghouse Electric Company
Westinghouse Electric Company,promoted power type,alternating current or AC power
Thomas Alva Edison,used power type,direct current or DC power
Direct current or DC power,range limitation,two miles from power source
Alternating current or AC power,advantage,delivery over greater distances due to wavelike patterns
United States railroad track,miles at end of Civil War,"35,000"
United States railroad track,miles by close of 19th century,"over 200,000"
1877 to 1890,increase in goods and passengers on rails,tripled
Financing for railroad growth,federal and state cash loans,$150 million
Financing for railroad growth,federal and state land grants,185 million acres of public land
Jay Gould,controlled railroad track,over ten thousand miles across United States
Jay Gould,percentage of all railroad transportation controlled,15 percent
Jay Gould,personal worth at death in 1892,over $100 million
Jay Gould,owned railroad,Union Pacific Railroad
Cornelius Vanderbilt,created company,New York Central Railroad Company
Cornelius Vanderbilt,personal wealth at death in 1877,over $100 million
By 1900,control of railroad operating lines,seven major railroad tycoons controlled over 70 percent
Andrew Carnegie,birthplace,Scotland
Andrew Carnegie,immigrated to location,Pennsylvania in 1848
Andrew Carnegie,first company,J. Edgar Thompson Steel Works
Andrew Carnegie,bought steel works,Homestead Steel Works from Pittsburgh Bessemer Steel Company
Andrew Carnegie,annual profit by end of 19th century,over $40 million
Andrew Carnegie,author of,The Gospel of Wealth
The Gospel of Wealth,borrowed theory from,Herbert Spencer's theory of social Darwinism
Andrew Carnegie,author of,The Gospel of Wealth
Horatio Alger,author of,stories about young enterprising boys who beat poverty and succeeded in business
District Messenger Boy,based on,book by Horatio Alger
John D. Rockefeller,birth year,1839
John D. Rockefeller,father's occupation,traveling salesman
Colonel Edwin Drake,discoverer of,"oil near Titusville, Pennsylvania"
John D. Rockefeller,founder of,Standard Oil Company of Ohio
Standard Oil Company of Ohio,initial valuation,$1 million
Standard Oil Company of Ohio,founding year,1870
Standard Oil Company,control percentage of oil refining businesses in the country by 1879,nearly 95 percent
Standard Oil Company,control percentage of refining businesses in the world by 1879,90 percent
Gustavus Swift,industry dominated,U.S. meatpacking industry in the late nineteenth century
John D. Rockefeller,creator of legal entity,trust
Ohio Supreme Court,ruling against,Standard Oil Company
Sherman Anti-Trust Act,year of passage,1890
J. Pierpont Morgan,birth status,born to wealth
J. Pierpont Morgan,occupation,investment banker
J. Pierpont Morgan,year of move to New York,1857
J. Pierpont Morgan,founder of,J. Pierpont Morgan and Company financial firm
J. Pierpont Morgan,buyer of,Andrew Carnegie's holdings in 1901
Andrew Carnegie,sale price of holdings,$500 million
J. Pierpont Morgan,creator of,U.S. Steel Corporation
U.S. Steel Corporation,capitalization amount,$1.4 billion
U.S. Steel Corporation,status,country's first billion-dollar firm
J. Pierpont Morgan's firm,number of directorships held in 1912,341 directorships in 112 corporations
J. Pierpont Morgan's firm,total assets controlled in 1912,over $22 billion
Smallpox,type of,disease brought by European explorers to the Americas
Smallpox,effect on,Native Americans in the Americas
Iroquois,participant in,mourning wars
Mourning wars,purpose of,replacing members lost to smallpox and other diseases
Mourning wars,location of occurrence,eastern North America
Black Legend,definition,Spain's reputation as bloodthirsty conquistadors
Calvinism,founder,John Calvin
Calvinism,type of,branch of Protestantism
Columbian Exchange,definition,"movement of plants, animals, and diseases across the Atlantic due to European exploration of the Americas"
Encomienda,definition,legal rights to native labor as granted by the Spanish crown
Hispaniola,location of,Caribbean
Hispaniola,present-day equivalent,Haiti and Dominican Republic
Christopher Columbus,place of landing on first voyage,Hispaniola
Pilgrims,leader,William Bradford
Pilgrims,founder of,first English settlement in New England
Roanoke,type of,first English colony in Virginia
Roanoke,year of disappearance,between 1587 and 1590
Portuguese exploration,role in,opening the door to exploration of the Atlantic World
Christopher Columbus,nationality,Spanish explorer
Ferdinand,role of,Spanish ruler promoting acquisition of new lands
Isabella,role of,Spanish ruler promoting acquisition of new lands
Martin Luther,role in,Protestant Reformation
John Calvin,role in,Protestant Reformation
Protestant Reformation,time period,early sixteenth century
Spain,rival nations in Atlantic presence by seventeenth century,"England, France, and the Dutch Republic"
Jamestown,location of,Virginia
New France,location in continent,northeast
New Netherlands,location in continent,northeast
Pedro Menéndez,founder of,St. Augustine
St. Augustine,founding year,1565
St. Augustine,status as,oldest European settlement in the Americas
Timucua,original location,Seloy
Timucua,displaced by,Spanish in 1565
Timucua,population pre-contact,"around 200,000"
Timucua,population in 1590,fifty thousand
Timucua,population by 1700,one thousand
Fort Caroline,founded by,French Protestants (Huguenots)
Fort Caroline,founding year,1562
Fort Caroline,location,north of St. Augustine
Pedro Menéndez,leader of,attack on Fort Caroline
Sir Francis Drake,nationality,English pirate
Sir Francis Drake,action in 1586,destroyed St. Augustine
Castillo de San Marcos,construction period,between 1672 and 1695
Castillo de San Marcos,type of,stone fort
Castillo de San Marcos,location of,St. Augustine
Juan Ponce de León,claimed area in 1513,present-day Florida
Juan Ponce de León,name given to land,Pascua Florida
King Philip II,role regarding Spanish exploration,authorized Pedro Menéndez attack on Fort Caroline
Juan de Oñate,explorer of,American southwest for Spain
Juan de Oñate,time period of exploration,late 1590s
Santa Fe,original name,La Villa Real de la Santa Fe de San Francisco de Asís
Santa Fe,founding year,1610
Santa Fe,role as,capital of the Kingdom of New Mexico
Kingdom of New Mexico,part of,Spanish Viceroyalty of New Spain
Spanish Viceroyalty of New Spain,headquarters location,Mexico City
Popé,leader of,Pueblo Revolt
Pueblo Revolt,year of occurrence,1680
Pueblo Revolt,result,killed over four hundred Spaniards and drove settlers south toward Mexico
Spanish,year of return to New Mexico,1692
New France,characteristic,small commercial operation focused on fur trade
New Netherland,characteristic,small commercial operation focused on fur trade
New Netherland,area of operations,"Manhattan Island, Long Island, the Hudson River Valley, and what later became New Jersey"
French habitants,location of settlement,along the St. Lawrence River
France,imperial claimant to,lands in Great Lakes region and Mississippi River
Great Lakes region,under dominion of,native peoples
Mississippi River,under dominion of,native peoples
Dutch Republic,major commercial center in,1600s
Dutch Republic,trading destination to,Far East
Peter Stuyvesant,position of,Dutch director-general of North American settlement
Peter Stuyvesant,service period,1647 to 1664
Peter Stuyvesant,expanded,New Netherland east to present-day Long Island
Peter Stuyvesant,expanded,New Netherland north along Hudson River
