Sujeto,Relación,Objeto,origen
Real cédula de separación de Sotomayor,fecha de firma,18 de septiembre,chile1_7651
Real cédula de septiembre de 1700,contenido sobre,prohibición de comerciar con extranjeros,chile4_14734
Real cédula de subvención a misión de Nahuelhuapi,fecha de emisión,2 de julio de 1684,chile4_12399
Real cédula de suspensión de impuestos,fecha de,1 de julio de 1649,chile4_10615
Real cédula del 26 de abril de 1703,fecha de emisión,26 de abril de 1703,chile4_14973
Real cédula del 28 de octubre de 1598,lugar de emisión,Bosque de Segovia,chile1_8892
Real cédula del 28 de octubre de 1598,fecha de emisión,28 de octubre de 1598,chile1_8891
Real cédula del 31 de julio de 1713,contenido normativo,aprobación de no prestar juramento ante cabildo por Ustáriz,chile4_15094
Real cédula dirigida a Andrés de Ustariz,fecha de emisión,18 de septiembre de 1709,chile4_14550
Real cédula dirigida al Marqués de Baides,fecha de emisión,17 de diciembre de 1638,chile4_10102
Real cédula duplicada sobre anulación de venta de regimientos,fecha de,26 de febrero de 1666,chile4_11535
Real cédula sobre Alderete,lugar de firma,Valladolid,chile1_3876
Real cédula sobre Alderete,fecha de firma,24 de diciembre de 1555,chile1_3877
Real cédula sobre administración de justicia,fecha de,30 de octubre de 1665,chile4_11530
Real cédula sobre alianza con Francia,fecha de emisión,3 de enero de 1701,chile4_14923
Real cédula sobre bando de buen gobierno,fecha,2 de julio de 1798,chile4_16254
Real cédula sobre buenas costumbres,fecha de,26 de febrero de 1666,chile4_11531
Real cédula sobre conversaciones ilícitas,fecha de,29 de enero de 1682,chile4_12178
Real cédula sobre corsarios ingleses,fecha de recepción por Ustáriz,28 de abril de 1709,chile4_15066
Real cédula sobre corsarios ingleses,fecha de emisión en Madrid,28 de abril de 1708,chile4_15065
Real cédula sobre cristal de roca,fecha,6 de septiembre de 1783,chile4_19522
Real cédula sobre cumplimiento del tratado,fecha de emisión,28 de octubre de 1670,chile4_11862
Real cédula sobre derramas y repartimientos,emisor,Felipe III,chile1_10280
Real cédula sobre derramas y repartimientos,lugar de emisión,Gumiel (provincia de Burgos),chile1_10282
Real cédula sobre derramas y repartimientos,fecha de,4 de septiembre de 1604,chile1_10281
Real cédula sobre descubrimientos y poblaciones,fecha de promulgación,13 de julio de 1563,chile1_6014
Real cédula sobre dispensas de grados,fecha de promulgación,25 de marzo de 1801,chile4_19324
Real cédula sobre el Pacífico,fecha de emisión,25 de noviembre de 1692,chile4_12861
Real cédula sobre el Pacífico,lugar de emisión,Madrid,chile4_12862
Real cédula sobre esclavitud de indios,fecha de emisión,mayo de 1608,chile4_7677
Real cédula sobre esclavitud indígena,lugar de expedición,Ventosilla,chile1_11042
Real cédula sobre esclavitud indígena,fecha de expedición,26 de mayo de 1608,chile1_11041
Real cédula sobre escuelas de indios,fecha de emisión,7 de julio de 1685,chile4_13919
Real cédula sobre escuelas de indios,fecha de emisión,30 de mayo de 1691,chile4_13921
Real cédula sobre escuelas de indios,fecha de emisión,8 de agosto de 1686,chile4_13920
Real cédula sobre extranjeros,fecha de,abril de 1667,chile4_11539
Real cédula sobre fiesta del Santísimo Sacramento,fecha de emisión,1 de enero de 1625,chile4_9203
Real cédula sobre fiesta del Santísimo Sacramento,fecha de celebración perpetua,29 de noviembre,chile4_9205
Real cédula sobre fiesta del Santísimo Sacramento,lugar de emisión,Barbastro,chile4_9204
Real cédula sobre juramento de gobernadores,fecha de emisión,10 de julio de 1530,chile4_14546
Real cédula sobre juramento de gobernadores,emisor,Carlos V,chile4_14547
Real cédula sobre multa a Juan Henríquez,fecha de,28 de diciembre de 1674,chile4_12172
Real cédula sobre plan de sueldos,fecha de emisión,26 de abril de 1705,chile4_14921
Real cédula sobre poblaciones,fecha de emisión,26 de abril de 1703,chile4_15554
Real cédula sobre prohibición de esclavitud de indios,fecha de emisión,12 de junio de 1679,chile4_12385
Real cédula sobre prohibición de viñas,fecha de,1 de junio de 1654,chile4_11548
Real cédula sobre sucesión de gobernador,lugar de emisión,Madrid,chile4_9876
Real cédula sobre sucesión de gobernador,fecha de emisión,7 de mayo de 1635,chile4_9875
Real cédula sobre sucesión de gobernador,autoridad emisora,Felipe IV,chile4_9877
Real cédula sobre súbditos franceses,fecha de,12 de junio de 1667,chile4_11540
Real cédula sobre tasación de tributos,fecha de promulgación,17 de julio de 1572,chile1_6256
Real cédula sobre tasación de tributos,promulgador,Rey Felipe II,chile1_6255
Real cédula sobre veneración religiosa,fecha de expedición,26 de abril de 1703,chile4_14748
Real cédula solicitando informe sobre viñas,fecha de,30 de agosto de 1666,chile4_11549
Real decreto de 12 de septiembre de 1799,reforma de Carlos IV,elección anual de alcaldes según práctica antigua,chile4_18081
Real decreto de noviembre de 1797,contenido,Permitir comercio bajo bandera neutral,chile4_17709
Real decreto sobre diezmos,fecha de comunicación a gobernadores de Indias,26 de diciembre de 1804,chile4_17820
Real decreto sobre diezmos,fecha de emisión,28 de noviembre de 1804,chile4_17819
Real orden,fecha de emisión,7 de febrero de 1790,chile4_16381
Real orden de 14 de marzo de 1783,tema,envío de semillas y plantas a España,chile4_16133
Real orden de 15 de marzo de 1798,destinatario,Virrey del Perú,chile4_18048
Real orden de 15 de marzo de 1798,lugar de emisión,Aranjuez,chile4_18047
Real orden de 1776,tema,establecimiento del gabinete real de historia natural en Madrid,chile4_16125
Real orden de 1776,emisor,ministro Gálvez,chile4_16123
Real orden de 1776,destinatarios,virreyes y gobernadores,chile4_16124
Real orden de 2 de junio de 1806,materia,Embargo y ocupación del buque Iliantinomo,chile4_17747
Real orden de 20 de agosto de 1767,contenido,Autorización al virrey para tomar medidas para la defensa del archipiélago de Chiloé,chile4_16628
Real orden de 23 de enero de 1806,materia,Aprobación de conducta de García Carrasco en caso del Hazard,chile4_17746
Real orden de 23 de octubre de 1806,disposición sobre mando militar,militar de mayor graduación toma el mando en ausencia del presidente,chile4_18071
Real orden de 23 de octubre de 1806,requisito de graduación,no inferior a coronel efectivo,chile4_18072
Real orden de 3 de marzo de 1807,materia,Juicio de comiso del Grampis,chile4_17745
Real orden de 30 de noviembre de 1804,emisor,Ministerio de la guerra de España,chile4_17744
Real orden de Aranjuez,fecha de expedición,7 de junio de 1801,chile4_17462
Real orden de Aranjuez,fecha de llegada a Chile,1802,chile4_17463
Real orden de Carlos III sobre cartas,fecha,12 de mayo de 1793,chile4_18712
Real orden de San Ildefonso,fecha,septiembre de 1794,chile4_15907
Real orden de aprobación de resolución sobre Chiloé,fecha de,1 de octubre de 1768,chile4_16655
Real orden del 15 de noviembre de 1797,contenido,permiso para comerciar en buques neutrales durante la guerra,chile4_17194
Real orden del 15 de noviembre de 1797,tipo de documento,permiso de comercio,chile4_17193
Real orden del 18 de enero de 1798,tipo de documento,ratificación de concesión comercial,chile4_17195
Real orden del 20 de abril de 1799,tipo de documento,revocación de concesiones comerciales,chile4_17196
Real orden del 22 de noviembre de 1852,firmante,Augusto Ulloa,chile4_7348
Real orden del 22 de noviembre de 1852,fecha de emisión,22 de noviembre de 1852,chile4_7349
Real orden del 22 de noviembre de 1852,lugar de emisión,Madrid,chile4_7350
Real orden explicativa de ordenanza de correos,fecha,21 de abril de 1795,chile4_18716
Real orden sobre defensa de puertos,motivo,Prevención de rompimiento con Gran Bretaña,chile4_18398
Real orden sobre defensa de puertos,destinatario,Ambrosio O'Higgins,chile4_18397
Real orden sobre defensa de puertos,fecha de expedición,24 de mayo de 1790,chile4_18395
Real orden sobre defensa de puertos,emisor,Ministerio de Indias,chile4_18396
Real orden sobre exención de correo,fecha,21 de abril de 1793,chile4_18713
Real orden sobre explotación de platino,fecha de promulgación,2 de junio de 1800,chile4_18555
Real orden sobre explotación de platino,contenido,suspensión de explotación de platino,chile4_18556
Real orden sobre pontazgo de Aconcagua,fecha,Febrero de 1790,chile4_16275
Real situado,origen de fondos,Caja real enviada desde Lima,chile4_11244
Real situado para Chile,monto reducido,152.000 ducados anuales,chile4_8569
Real situado para Chile,monto original,212.000 ducados anuales,chile4_8568
Reales cédulas de 7 de marzo de 1668 y de 18 de noviembre de 1682,destinatario,gobernador de Chile,chile4_13768
Reales cédulas de 7 de marzo de 1668 y de 18 de noviembre de 1682,obra de publicación,"Los precursores de la independencia, tomo I",chile4_13771
Reales cédulas de 7 de marzo de 1668 y de 18 de noviembre de 1682,publicador,don Miguel L. Amunátegui,chile4_13770
Reales cédulas de 7 de marzo de 1668 y de 18 de noviembre de 1682,materia,impedir introducción y circulación de libros impresos en Holanda,chile4_13769
Realistas,posición en batalla,Alturas de Condorcunca,chile4_4258
Realistas,territorio a evacuar,Territorio peruano hasta el Desaguadero,chile4_4275
Realistas en Ayacucho,pérdidas de muertos y heridos,2000 hombres,chile4_4270
Realistas en Ayacucho,cantidad de prisioneros,3000 hombres,chile4_4271
Realistas en Junín,bajas,250 muertos y sesenta prisioneros,chile4_4219
Recepción del general Prieto en el gobierno,fecha de ocurrencia,18 de setiembre,chile4_4921
Recopilación de las Leyes de Indias,contenido de,ley 16 del título 2 del libro VI,chile4_12390
Recopilación de las leyes de Indias,propósito,Cuerpo ordenado de disposiciones legales vigentes para América,chile4_13697
Recopilación de las leyes de Indias,referencia normativa,"lib. IV, tit. I, ley VI",chile1_2361
Recopilación de las leyes de Indias,año de publicación,1680,chile4_9311
Recopilación de las leyes de Indias,referencia legal,lib. III tít. IV ley 9,chile4_14920
Recopilación de las leyes de Indias,principio fundamental,el rey de España era dueño absoluto y exclusivo de toda América,chile4_13759
Recopilación de las leyes de Indias,tipo de documento,Publicación legal,chile4_13214
Recopilación de las leyes de Indias,número de ejemplares enviados a América,mil quinientos,chile4_13757
Recopilación de las leyes de Indias,evento,publicación en siglo XVII,chile4_15638
Recopilación de tratados de Chile,compilador,Aurelio Bascuñán,chile4_2056
Recopilación de tratados de Chile,lugar de publicación,Santiago,chile4_2057
Recopilación de tratados de Chile,año de publicación,1894,chile4_2058
Recreación filosófica,idioma de traducción,castellano,chile4_19988
Recreación filosófica,uso,manual científico,chile4_19989
Recreación filosófica del padre Teodoro de Almeida,idioma original,portugués,chile4_19361
Recueil des voyages,fecha de publicación,1725,chile1_9052
Recueil des voyages,lugar de publicación,Rouen,chile1_9053
Recueil des voyages de la compagnie des Indes,lugar de publicación,Rouen,chile1_369
Recueil des voyages de la compagnie des Indes,año de publicación,1725,chile1_370
Recuerdo de provincia,año de publicación,1850,chile4_4747
Recuerdo de provincia,lugar de publicación,Santiago,chile4_4748
Recurso de fuerza del cabildo eclesiástico,primer cargo presentado,Conocer y proceder siendo simple vicario apostólico en asuntos de jurisdicción temporal eclesiástica,chile4_5374
Recurso de fuerza del cabildo eclesiástico,segundo cargo presentado,Querer conocer por medio de provisor nombrado sin consentimiento del cabildo,chile4_5375
Recurso de fuerza del cabildo eclesiástico,tribunal receptor,Corte Suprema de Justicia de Chile,chile4_5357
Recurso de fuerza del cabildo eclesiástico,tercer cargo presentado,Pretender obligar al cabildo a reconocer al provisor en plenitud de facultades,chile4_5376
Recurso de fuerza del cabildo eclesiástico,fecha de presentación,Primeros días de noviembre de 1830,chile4_5356
Recursos extraordinarios,monto de,tres millones de pesos,chile4_1435
Recursos extraordinarios totales,monto de,"2,844,817 pesos",chile4_1443
Reducciones de Arauco,número de religiosos de la Compañía,dos,chile4_9242
Reducciones del ejército de Chile,cantidad asesinados por camaradas,8,chile1_7741
Reducciones del ejército de Chile,cantidad muertos de otras enfermedades,40,chile1_7738
Reducciones del ejército de Chile,cantidad ahorcados por justicia,10,chile1_7742
Reducciones del ejército de Chile,cantidad muertos en guerra contra indios,13,chile1_7739
Reducciones del ejército de Chile,cantidad ahogados en paso de ríos,19,chile1_7740
Reducciones del ejército de Chile,cantidad muertos de viruela,48,chile1_7737
Reducciones del ejército de Chile,cantidad fugados y licenciados para salir,51,chile1_7744
Reducciones del ejército de Chile,cantidad ordenados de clérigos o frailes,42,chile1_7743
Reducciones del ejército de Chile,total de individuos,233,chile1_7736
Reducción de Niculhueme,ubicación en,Reino de Chile,chile4_8563
Reducción de San Cristóbal de Talcamávida,número de religiosos de la Compañía,dos,chile4_9240
Reducción de Santa Fe,ubicación al norte del,Río de la Laja,chile4_8564
Reducción de la Magdalena,ubicación al norte del,Río de la Laja,chile4_8565
Reelección presidencial,restricción de,una sola vez,chile4_7050
Reflexiones sobre los rentas religiosas,fecha de publicación,17 de marzo de 1825,chile4_3732
Reflexiones sobre los rentas religiosas,número de páginas,14,chile4_3733
Reforma militar de 1778,ejecutor,presidente Jáuregui,chile4_18187
Reforma militar de 1778,número de plazas del ejército,1900 hombres,chile4_18188
Reformas de comercio libre,autor de,Ministro Galvez,chile4_15807
Refuerzo de la Imperial,composición,cincuenta o sesenta veteranos,chile1_4242
Refuerzo de tropas desde el Perú,fecha de entrada a Concepción,12 de diciembre de 1602,chile1_9991
Refuerzo de tropas desde el Perú,lugar de desembarco,Valparaíso,chile1_9990
Refuerzo de tropas desde el Perú,número de soldados,140 soldados,chile1_9989
Refuerzo español,puerto de salida,San Lúcar de Barrameda,chile1_6518
Refuerzo español,armamento traído,ciento ochenta arcabuces,chile1_6524
Refuerzo español,armamento traído,ocho cotas,chile1_6525
Refuerzo español,armamento traído,ocho sillas,chile1_6526
Refuerzo español,fecha de salida de España,abril de 1575,chile1_6519
Refuerzo español,armamento traído,doce lanzas,chile1_6527
Refuerzo español,fecha de arribo a Chile,julio de 1576,chile1_6516
Refuerzo español,número de hombres al arribo,278 hombres de España,chile1_6517
Refuerzo llegado del Perú en diciembre,número de soldados,noventa soldados,chile4_8918
Refuerzo militar enviado del Perú,número de hombres,240 hombres,chile4_9726
Refuerzo militar enviado del Perú,procedencia,Virreinato del Perú,chile4_9728
Refuerzo militar enviado del Perú,destino,Concepción,chile4_9727
Refuerzo militar reunido en Santiago,número de hombres,50,chile4_9889
Refuerzo militar reunido en Santiago,fecha de partida con Gobernador,octubre de 1636,chile4_9890
Refuerzo para Valdivia,número de efectivos,400 hombres,chile4_2410
