Sujeto,Relación,Objeto
Obispo de Santiago,jurisdicción hasta,río Maule
Obispo de Santiago,jurisdicción sobre,provincia de Cuyo hasta 1808
Provincia de Cuyo,incorporación a virreinato de Buenos Aires en,1778
Obispo de Concepción,jurisdicción desde,río Maule
Obispo de Concepción,jurisdicción sobre,provincia de Chiloé
Provincia de Chiloé,dependencia administrativa de,virrey del Perú
Obispado de Santiago,producto de diezmos en año 1651,12600 pesos
Obispado de Santiago,producto de diezmos en año 1680,22930 pesos
Obispado de Santiago,producto de diezmos en año 1700,31200 pesos
Obispado de Santiago,producto de diezmos en año 1730,59509 pesos
Obispado de Santiago,producto de diezmos en año 1770,74700 pesos
Obispado de Santiago,producto de diezmos en año 1780,87000 pesos
Obispado de Santiago,producto de diezmos en año 1790,119000 pesos
Obispado de Santiago,producto de diezmos en año 1804,167000 pesos
Obispado de Concepción,producto de diezmos en año 1802,61500 pesos
Distribución de diezmos,regulador mediante,Cédula de Carlos del 3 de febrero de 1541
Obispo González de Santiago,donante para,construcción de la Catedral de Santiago
Obispo Melgarejo de Santiago,donante para,construcción de la Catedral de Santiago
Obispo de Santiago,renta líquida en año 1804,38396 pesos
Dean del obispado de Santiago,renta en año 1804,6255 pesos
Racioneros simples del obispado de Santiago,renta en año 1804,2901 pesos
Reino de Chile,cantidad de curatos,95
Obispado de Santiago,cantidad de curatos,59
Obispado de Concepción,cantidad de curatos,36
Curatos del obispado de Santiago en provincia de Cuyo,cantidad,9
Subvenciones o sínodos a curas,gasto anual del tesoro real,cerca de diez mil pesos
Misiones de conversión,administrador desde expulsión de jesuitas,padres franciscanos
Convento central de padres franciscanos para misiones,ubicación,Chillán
Misiones de conversión,ubicación en frontera de,Concepción
Misiones de conversión,ubicación en territorio vecino a,Valdivia
Misiones de conversión,ubicación en,archipiélago de Chiloé
Subvenciones o sínodos a misioneros,gasto anual del tesoro,cerca de diez mil pesos
Prefecto de misiones,autor de informe en año,1789
Presidente de Cuzco,emisor de auto en fecha,14 de noviembre de 1804
Obispo de Concepción Francisco de Borja Marán,cargo de,Obispo de Concepción
Francisco de Borja Marán,fecha de viaje a plaza de Arauco,diciembre de 1787
Plaza de Arauco,función de,centro de una misión
Misión de plaza de Arauco,matrícula de población,2014 almas
Misión de plaza de Arauco,número de cacicazgos,dieciocho cacicazgos
Misión de plaza de Arauco,tiempo de educación sin catequización exitosa,ciento cincuenta años
Establecimiento de novicios,lugar de fundación original,Chillán
Establecimiento de novicios,año de fundación en Chillán,1700
Establecimiento de novicios,lugar de restablecimiento,Santiago
Establecimiento de novicios,año de restablecimiento en Santiago,1775
Establecimiento de novicios,lugar de traslado posterior,Chillán
Juan de Orry,origen nacional,francés
Juan de Orry,rol de,consejero de Felipe V
Conde de Florida Blanca,cargo de,último ministro de Carlos III
Felipe V,orden dinástico,primero de los reyes de casa Borbón
Fernando VI,relación familiar con Felipe V,hijo
Fernando VI,logro de gobierno,recuperación de derechos por concordato de 1753
Carlos III,logro de gobierno,robustecimiento del libre ejercicio del régio patronato
Pragmática del exequatur,función de,sujetar bulas pontificias a revisión del consejo de Castilla
Expulsión de los jesuitas,año de decreto y consumación,1767
Obispo de Santiago Manuel de Alday,cargo de,Obispo de Santiago
Manuel de Alday,período de gobierno diocesano,treinta y tres años
Manuel de Alday,años de gobierno episcopal,1755 a 1788
Obispo Manuel de Alday,año de celebración de sínodo,1763
Constituciones sinodales de 1763,institución de aprobación,Real Audiencia de Santiago
Convento de recoletas carmelitas,fundador,Luis Manuel de Zañartu
Luis Manuel de Zañartu,cargo de,corregidor
Convento de recoletas carmelitas,fecha de colocación de primera piedra,mismo día de la expulsión de los jesuitas en 1767
Luis Manuel de Zañartu,número de hijas destinadas a vida monástica,dos hijas
Nuestra Señora de las Mercedes,función religiosa atribuida,remedio para secas y pestes
Nuestra Señora del Rosario,función religiosa atribuida,remedio para lluvias retardadas
Imagen de Nuestra Señora del Rosario,ubicación de,altar mayor del convento de Santo Domingo
Imagen de Nuestra Señora del Rosario,característica física,cuerpo entero en trono de plata
Culto de Nuestra Señora del Rosario,número de mayordomos de cofradía,cuatro mayordomos
Benjamín Vicuña Mackenna,autor de,Historia de Santiago
Benjamín Vicuña Mackenna,capítulo dedicado a fundación de convento,capítulo II del tomo de Historia de Santiago
Cronista Pedro Pérez García,autor de,Historia de Chile
He leído cuidadosamente el fragmento proporcionado. Este texto histórico trata sobre la propiedad territorial, agricultura y viticultura en Chile colonial, particularmente hacia fines del siglo XVIII y principios del XIX.
A continuación, presento las tripletas extraídas del fragmento, siguiendo estrictamente los principios de predicados estáticos y entidades inequívocas:
Alonso de Ovalle,autor de,Historia del reino de Chile
Alonso de Ovalle,ocupación,padre
Alonso de Ovalle,período de escritura,mediados del siglo XVII
partido de Santiago del siglo XVIII,composición territorial,departamento actual de Santiago y departamento de La Victoria
partido de Santiago al terminar el siglo XVIII,número de propiedades rurales,173
173 propiedades rurales del partido de Santiago,composición,"37 haciendas, 121 chácaras y 15 quintas"
terremoto de Santiago,año de ocurrencia,1647
Chile antes de 1647,número de mayorazgos,uno o ninguno
Chile al final del período colonial,número de mayorazgos de consideración,18
mayorazgos chilenos al final del período colonial,número con títulos de nobleza,10
título de Marqués de la Pica,fecha de creación,18 de julio de 1684
título de Marqués de la Pica,beneficiario original,Francisco Bravo de Saravia
título de Marqués de la Pica,familia poseedora por enlace,familia Irarrábal
título de Conde de Sierra Bella,fecha de creación,28 de enero de 1695
título de Marqués de Piedra Blanca de Huana,año de creación,1697
título de Marqués de Piedra Blanca de Huana,beneficiario original,Cortes Monroi
familia Cortes Monroi,lugar de establecimiento,Coquimbo
título de Marqués de Cañada Hermosa,fecha de creación,24 de agosto de 1702
título de Marqués de Cañada Hermosa,beneficiario original,Tomás Marín de Poveda
Tomás Marín de Poveda,cargo,ex-gobernador de Chile
título de Marqués de Cañada Hermosa,familia poseedora por enlace,familia Toro
título de Marqués de Villapalma,fecha de creación,1 de octubre de 1728
título de Marqués de Villapalma,beneficiario original,Diego Calvo de Encalada
título de Marqués de Casa Real,fecha de creación,5 de enero de 1755
título de Marqués de Casa Real,beneficiario original,Francisco Chacón Huidobro
título de Marqués de Montepio,fecha de creación,5 de enero de 1755
título de Marqués de Montepio,beneficiario original,Juan Nico
título de Conde de Quinta Alegre,fecha de creación,5 de noviembre de 1763
título de Conde de Quinta Alegre,beneficiario original,Juan Alencid
título de Conde de la Conquista,fecha de creación,5 de marzo de 1771
título de Conde de la Conquista,beneficiario original,Mateo Toro Zambrano
título de Marqués de Casa Larraín,fecha de creación,12 de julio de 1787
título de Marqués de Casa Larraín,beneficiario original,Toribio Larraín
condado de Villa Señor,familia poseedora,familia Recalde
familia Recalde,lugar de residencia,Coquimbo
condado de la Marquina,familia poseedora,familia de Acuña
familia de Acuña,lugar de residencia,Concepción
trigo en Chile colonial,característica comercial,artículo de exportación desde fines del siglo XVII
provincia de Concepción,producto vinícola característico,vino consistente y capitoso
cabildo de Santiago,fecha de declaración citada,1805
Manuel de Salas,cultivo promovido,cultivo del lino
Chiloé,característica del arado,"sin bueyes, empujado por el cuerpo del hombre"
Carlos III,cargo de,Rey de España
Carlos III,fecha de fallecimiento,14 de diciembre de 1788
Carlos III,lugar de fallecimiento,Madrid
Carlos IV,cargo de,Rey de España
Carlos IV,relación familiar con,Carlos III
Ambrosio O'Higgins,cargo de,Presidente de Chile
Ambrosio O'Higgins,cargo de,Capitán General de Chile
Ambrosio O'Higgins,cargo militar de,Mariscal de campo de los reales ejércitos
Ambrosio O'Higgins,fecha de ascenso a mariscal de campo,12 de octubre de 1789
Ambrosio O'Higgins,lugar de residencia durante gobierno,Santiago
Joaquín Toesca,ocupación de,Arquitecto
Joaquín Toesca,obra construida,Túmulo para exequias de Carlos III
Luis de Alava,cargo militar de,Teniente coronel
Luis de Alava,cargo de gobierno de,Plaza de Valparaíso
Francisco de la Mata Linares,cargo de,Intendente de la provincia de Concepción
Francisco de la Mata Linares,cargo militar de,Brigadier de ejército
Exequias de Carlos III en Santiago,fecha de celebración,10 de julio de 1789
Exequias de Carlos III en Santiago,lugar de celebración,Catedral de Santiago
Proclamación de Carlos IV en Santiago,fecha de,noviembre de 1789
Ambrosio O'Higgins,acción de visita a,Quillota
Ambrosio O'Higgins,fecha de visita a Quillota,3 de abril de 1789
Ambrosio O'Higgins,acción de visita a,Provincias del norte de Chile
Ambrosio O'Higgins,acción de visita a,La Serena
Ambrosio O'Higgins,acción de visita a,Valparaíso
Ambrosio O'Higgins,fecha de visita a Valparaíso,septiembre de 1790
Real orden sobre defensa de puertos,fecha de expedición,24 de mayo de 1790
Real orden sobre defensa de puertos,emisor,Ministerio de Indias
Real orden sobre defensa de puertos,destinatario,Ambrosio O'Higgins
Real orden sobre defensa de puertos,motivo,Prevención de rompimiento con Gran Bretaña
Remesa de armas a Chile,fecha de envío,noviembre de 1786
Remesa de armas a Chile,contenido,"38 cañones, 2500 fusiles, 2200 pistolas, 300 espadas de infantería, municiones"
Remesa de armas a Chile,destinatario,Presidente Benavides
Remesa de armas a Chile,lugares de distribución,Plaza de Valdivia y fuertes de la frontera de Concepción
Conflicto de la bahía de Nootka,ubicación de,Nootka Sound
Santiago de Chile,edificio gubernamental,Palacio del presidente
Santiago de Chile,edificio religioso,Catedral de Santiago
Ceremonias de proclamación de Carlos IV,duración de,tres días
Indios principales de la frontera,acción en ceremonia,Juramento de obediencia y vasallaje a Carlos IV
Olivos,lugar de plantación,Chile
Aceite de oliva,lugar de importación de origen,España
Españoles en Chile,preferencia alimentaria de grasa,grasa de vaca
Plantaciones de tabaco,prohibidor de,disposición real
Presidente don Ambrosio O'Higgins,intento de introducción de plantaciones de tabaco en,Chile
Monopolio del tabaco,asegurador mediante prohibición,subsistencia del estanco
Álamo común (populus pyramidalis),categoría de árbol,utilizable para construcciones
Álamo común (populus pyramidalis),lugar de introducción a,Chile desde el extranjero
Santiago,lugar de venta de frutas,ciudad
Valparaíso,lugar de venta de frutas,ciudad
Don Ambrosio O'Higgins,intento de introducción de cultivo de,caña de azúcar en Chile
Don Ambrosio O'Higgins,intento de introducción de cultivo de,arroz en Chile
Don Ambrosio O'Higgins,intento de introducción de cultivo de,algodonero en Chile
Don Manuel de Salas,estudioso de obras de,economistas del siglo XVIII
Don Manuel de Salas,estudioso de obra,La riqueza de las naciones de Adam Smith
Animales domésticos europeos,lugar de introducción,Chile desde los primeros días de la conquista
Praderas artificiales,sistema de riego limitado a,arboledas y viñas o estrechos potrerillos alfalfados
Ganados en Chile colonial,tipo de alimentación,pastos naturales
Provincias del norte de Chile,tipo de ganado dominante,cabras
Provincias del centro de Chile,tipo de ganado dominante,vacas
Provincias del sur de Chile desde el Maule hasta el Biobio,tipo de ganado dominante,carneros
Chiloé y archipiélagos del sur,tipo de ganado dominante,puercos
Ganado vacuno,región de abundancia,provincias centrales de Chile
Quesos,lugar de fabricación en pequeña escala,Chile
Quesos de Chile,lugar de exportación reducida,Perú
Sebo,lugar de transporte hasta fines del siglo XVII,Perú
Sebo,categoría de artículo de comercio,principal de la industria de Chile hasta fines del siglo XVII
Propietarios del sur de Chile,acción de introducción de vacas de,campos al oriente de la cordillera
Charqui,método de fabricación,salazon de carnes
Cueros de ganado,lugar de procesamiento,tenerías
"Comercio de sebo, carnes y cueros",valor comparativo con,menos valioso que el comercio del trigo
Vaca o buey en últimos días de la colonia,precio de,ocho o diez pesos
Carneros en Chile colonial,precio de,medio peso o poco más
