Sujeto,Relación,Objeto
Nombre Nuestra Señora de Halle,origen del nombre,"Imagen de la Virgen María en iglesia de ciudad de Halle, provincia de Brabante, Bélgica"
Don Pedro Páez,llegada a Chile en,Socorro de tropas desde el Perú
Don Francisco de Alaba y Nurueiía,llegada a Chile en,Socorro de tropas desde el Perú
Don Francisco de Alaba y Nurueiía,cargo de gobernador interino en,1624
Combate del 15 de enero de 1603,fecha de ocurrencia,15 de enero de 1603
Combate del 15 de enero de 1603,comandante español,Alonso de Ribera
Expedición al sur desde Santa Fe,número de soldados españoles,400 soldados
Expedición al sur desde Santa Fe,número de indios auxiliares,200 indios
Expedición al sur desde Santa Fe,región de operaciones,Molchén o Mulchén y márgenes del río Vergara
Situado real del Perú,monto anual establecido,60000 ducados al año
Situado real recibido en 1602,monto en mercaderías,58548 pesos
Situado real recibido en 1602,monto en dinero,17777 pesos
Situado real recibido en 1602,lugar de recepción,Concepción
Situado real recibido en 1602,fecha de recepción,Mayo de 1602
Virrey don Luis de Velasco,enviador de,Situados al gobernador Alonso de Ribera
Alonso de Ribera,carta al Rey con fecha,28 de septiembre de 1612
Alonso de Ribera,carta al Rey con fecha,18 de septiembre de 1605
Alonso de Ribera,carta al Rey con fecha,20 de marzo de 1606 en Córdoba
Alonso de Ribera,carta al Rey con fecha,5 de febrero de 1603
Alonso de Ribera,carta al Rey con fecha,20 de julio de 1602
Alonso de Ribera,carta al Rey con fecha,Febrero de 1603 desde Rere
Instrucciones a Domingo de Erazo,fecha de emisión,15 de enero de 1602
Ciudad de Santa Cruz,ubicación anterior,Región del sur de Chile
Simón Quinteros,cargo de,alférez
Simón Quinteros,participante de,complot de deserción en fuerte de Santa Fe
soldados desertores del fuerte de Santa Fe,procedencia de,Perú
Alonso de Ribera,cargo de,Gobernador de Chile
Alonso de Ribera,esposo de,doña Inés de Córdoba Aguilera
doña Inés de Córdoba Aguilera,madre,doña Inés de Aguilera Villavicencio
doña Inés de Aguilera Villavicencio,esposa de,capitán Pedro Fernández de Córdoba
capitán Pedro Fernández de Córdoba,cargo de,capitán
fray Reginaldo de Lizárraga,cargo de,obispo de la Imperial
fray Reginaldo de Lizárraga,oficiante del matrimonio de,Alonso de Ribera y doña Inés de Córdoba Aguilera
matrimonio de Alonso de Ribera y doña Inés de Córdoba Aguilera,fecha de,10 de marzo de 1603
matrimonio de Alonso de Ribera y doña Inés de Córdoba Aguilera,lugar de,Concepción
Domingo de Erazo,cargo de,secretario de Alonso de Ribera
licenciado Viscarra,cargo de,teniente general del reino de Chile
obispo Pérez de Espinosa,cargo de,obispo de Santiago
don Alonso de Sotomayor,cargo de,Gobernador y Capitán General de Chile
don Alonso de Sotomayor,esposo de,doña Isabel de Zárate
doña Isabel de Zárate,lugar de nacimiento,Chile
doña Isabel de Zárate,padre,don Francisco de Irarrázaval
doña Isabel de Zárate,madre,doña Lorenza de Zárate
doña Isabel de Zárate,nieta de,capitán Juan Ortiz de Zárate
real cédula de prohibición de matrimonio de gobernadores,fecha de,10 de febrero de 1575
real cédula de prohibición de matrimonio de gobernadores,lugar de promulgación,Madrid
real cédula de prohibición de matrimonio de gobernadores,promulgador,Felipe II
segunda real cédula de prohibición de matrimonio de gobernadores,fecha de,11 de febrero de 1582
segunda real cédula de prohibición de matrimonio de gobernadores,lugar de promulgación,Lisboa
segunda real cédula de prohibición de matrimonio de gobernadores,promulgador,Felipe II
río Itata,tipo de entidad,río
río Biobío,tipo de entidad,río
fuerte de Santa Fe,tipo de entidad,fuerte militar
Talcahuano,tipo de entidad,lugar
río Made,tipo de entidad,río
Concepción,tipo de entidad,ciudad
Chillán,tipo de entidad,ciudad
Yumbel,tipo de entidad,lugar
ciénagas de Purén,tipo de entidad,lugar
ciénagas de Lumaco,tipo de entidad,lugar
ciudad de la Imperial,tipo de entidad,ciudad
fuerte de Valdivia,tipo de entidad,fuerte militar
ciudad de Osorno,tipo de entidad,ciudad
Santiago,tipo de entidad,ciudad
Tucumán,tipo de entidad,región
González de Nájera,descubridor de,complot de deserción en fuerte de Santa Fe
Alonso de Ribera,destinatario de carta del,Rey Felipe III
carta de Alonso de Ribera al Rey,fecha de,9 de febrero de 1603
carta de Alonso de Ribera al Rey,fecha de,29 de abril de 1603
carta de Alonso de Ribera al Rey,fecha de,12 de abril de 1613
carta de Alonso de Ribera al Rey,lugar de escritura,Concepción
carta de Alonso de Ribera al Rey,lugar de escritura,Penco
campaña militar contra los indios hasta ciénagas de Purén y Lumaco,fecha de,primeros meses de 1604
doña Inés de Aguilera Villavicencio,lugar de defensa,la Imperial
despoblación del fuerte de Valdivia,carácter de,definitiva
despoblación de la ciudad de Osorno,carácter de,definitiva
Alonso de Ribera,cargo posterior,gobernador de Tucumán
Felipe II,cargo de,Rey de España
Felipe III,cargo de,Rey de España
Alonso de Ribera,cargo de,gobernador de Chile
Felipe III,cargo de,Rey de España
Alonso de Ribera,cónyuge de,hermana de un padre jesuita
Alonso de Ribera,multa impuesta de,doscientos ducados
esposa de Alonso de Ribera,hermana de,un padre jesuita de la Compañía de Jesús
Compañía de Jesús,ámbito de influencia,negocios políticos y administrativos de España y sus colonias
marqués de Montes-Claros,cargo de,virrey del Perú
carta del marqués de Montes-Claros,fecha de escritura,noviembre de 1610
Damián Jeria,cargo de,secretario de los gobernadores de Chile
Damián Jeria,duración en cargo de secretario,nueve años
doctor Merlo de la Fuente,rol en,juicio de residencia de Alonso de Ribera
Alonso de Salazar,autor de carta al Consejo de Indias,4 de julio de 1603
Pedro de Lisperguer,origen geográfico,"Worms, Alemania"
Pedro de Lisperguer,año de llegada a Chile,1557
Pedro de Lisperguer,acompañante en viaje,don García Hurtado de Mendoza
Pedro de Lisperguer,cónyuge de,hija de Bartolomé Flores
Bartolomé Flores,origen geográfico,Alemania
Bartolomé Flores,acompañante en viaje,Pedro de Valdivia
Bartolomé Flores,lugar de residencia,Santiago
capitán don Juan Rodulfo de Lisperguer,hijo de,Pedro de Lisperguer
capitán don Juan Rodulfo de Lisperguer,comisión desempeñada en 1602,conducir refuerzos de tropas desde Mendoza
licenciado Viscarra,cargo de,teniente de gobernador
don Juan Rodulfo Lisperguer,fecha de fuga,primeros meses de 1604
don Juan Rodulfo Lisperguer,cantidad de acompañantes en fuga,diez personas
doña María de Lisperguer,hermana de,capitán don Juan Rodulfo de Lisperguer
doña Catalina de Lisperguer,hermana de,capitán don Juan Rodulfo de Lisperguer
doña María de Lisperguer,lugar de asilo,convento de San Agustín o Santo Domingo
doña Catalina de Lisperguer,lugar de asilo,convento de San Agustín o Santo Domingo
obispo de Santiago don Francisco de Salcedo,autor de cartas al fiscal del Consejo de Indias,16 de mayo de 1633 y 10 de abril de 1634
doña Catalina de los Ríos,hija de,doña Catalina de Lisperguer
Benjamín Vicuña Mackenna,autor de,libro Lisperguer
libro Lisperguer,lugar de publicación,Valparaíso
libro Lisperguer,año de publicación,1877
Felipe II,emisor de real cédula,14 de septiembre de 1592
Alonso de Ribera,autor de carta al Rey desde Concepción,26 de mayo de 1604
don Luis de Velasco,cargo de,Virrey
carta de Alonso de Ribera al Rey desde Santiago,fecha de escritura,21 de julio de 1604
Damián de Jeria,autor de cartas al Rey desde Charcas,28 de febrero y 31 de marzo de 1603
Pedro de Valdivia,relación ilícita con,Inés Suárez
Inés Suárez,origen de procedencia,Perú
Inés Suárez,año de llegada a Chile,1540
Carta del obispo Salcedo sobre doña María de Encio,año de escritura,94 años después de los sucesos con Pedro de Valdivia
Obispo Salcedo,creencia en,duendes
Obispo Salcedo,creencia en,encantamientos
Hermanas Lisperguer,atribución de,encantadoras
Hermanas Lisperguer,atribución de posesión de,duende
Fray Antonio Arias,apellido alternativo,Fuente la Peña
Fray Antonio Arias,cargo de,provincial de la orden de capuchinos de Castilla
Fray Antonio Arias,cargo de,comisario general y visitador de su orden en Sicilia
Fray Antonio Arias,autor de,Discurso Único novísimo que muestra que hai en la naturaleza animales irracionales invisibles
Discurso Único novísimo que muestra que hai en la naturaleza animales irracionales invisibles,año de publicación,1676
Discurso Único novísimo que muestra que hai en la naturaleza animales irracionales invisibles,lugar de publicación,Madrid
Discurso Único novísimo que muestra que hai en la naturaleza animales irracionales invisibles,editorial de publicación,imprenta real
Biblioteca de la catedral de Santiago,posesión de ejemplar de,Discurso Único novísimo que muestra que hai en la naturaleza animales irracionales invisibles
Don Miguel Luis Amunátegui,autor de,El terremoto del 13 de mayo de 1647
Alonso de Ribera,autor de carta al Rey,carta escrita en Santiago a 17 de septiembre de 1604
Don fray Reginaldo de Lizárraga,cargo de,obispo de Concepción
Felipe II,rol político de,Rey de España
Felipe III,rol político de,Rey de España
Duque de Lerma,rol político durante el reinado de Felipe III,favorito del Rey
Duque de Lerma,duración de administración,veinte años
Baltasar de Obando,nombre religioso adoptado,Reginaldo de Lizárraga
Reginaldo de Lizárraga,orden religiosa de pertenencia,dominicano
Reginaldo de Lizárraga,lugar de residencia antes del obispado,Perú
Reginaldo de Lizárraga,cargo de,obispo de la Imperial
Reginaldo de Lizárraga,año de recepción de bulas como obispo,1599
Reginaldo de Lizárraga,lugar de consagración episcopal,Lima
Reginaldo de Lizárraga,origen de nacimiento,"Lizárraga, villorrio de Navarra"
Reginaldo de Lizárraga,autor de,libro de descripción histórico-geográfica de Chile y del Perú
Libro de descripción histórico-geográfica de Chile y del Perú de Lizárraga,estado de publicación,inédito
Fray Juan Meléndez,autor de,Tesoros verdaderos de Indias
Tesoros verdaderos de Indias,lugar de publicación,Roma
Tesoros verdaderos de Indias,año de publicación,1681
Reginaldo de Lizárraga,fecha de llegada a Concepción,fines de 1602
Reginaldo de Lizárraga,fecha de auto de traslación de sede,7 de febrero de 1603
Obispado de la Imperial,lugar de traslación de sede,Concepción
Felipe III,año de negativa a aceptar renuncia de Lizárraga,1604
Felipe III,año de sanción de traslación de diócesis,1605
Don Luis de Velasco,cargo de,virrey del Perú
Don Crescente Errázuriz,autor de,Orígenes de la iglesia chilena
P. Rosales,autor de,Historia jeneral
Capitán Álvarez de Toledo,autor de,Purén indómito
Córdoba de Figueroa,autor de,Historia de Chile
Abate Olivares,autor de,Historia civil
Don Ignacio Víctor Eyzaguirre,autor de,"Historia eclesiástica, política i literaria de Chile"
Pedro Calderón de la Barca,autor de,La devoción de la cruz
La devoción de la cruz,año de primera impresión,1633
D'Aulnoy,autor de,La cour et la ville de Madrid vers la fin du xviie siècle
La cour et la ville de Madrid vers la fin du xviie siècle,lugar de publicación,Paris
La cour et la ville de Madrid vers la fin du xviie siècle,año de publicación,1690
Buckle,autor de,History of the civilisation in England
Don Juan Sempere y Guarinos,autor de,Considerations sur les causes de la grandeur et de la décadence de la monarchie espagnole
Considerations sur les causes de la grandeur et de la décadence de la monarchie espagnole,lugar de publicación,Paris
Considerations sur les causes de la grandeur et de la décadence de la monarchie espagnole,año de publicación,1826
Marqués de Cañete,rol en nombramiento de Lizárraga,recomendó a Felipe II para la sede de la Imperial
don Luis de Sotomayor,comandante de campaña en,"términos de Valdivia, Villarrica y Osorno"
Bernal de Mercado,capitán bajo mando de,don Luis de Sotomayor
Bernal de Mercado,combatiente en,montaña vecina a ciudad de Angol
don Alonso de Sotomayor,cargo de,Gobernador
doctor Lope de Azócar,cargo de,teniente de gobernador
don Alonso de Sotomayor,comandante de tropas en,Santiago
Chillán,tipo de entidad,ciudad
Quinel,ubicación geográfica,ribera izquierda del río Itata
tropas de don Alonso de Sotomayor en Quinel,cantidad de soldados españoles,390
tropas de don Alonso de Sotomayor en Quinel,cantidad de indios auxiliares,300
Alonso García Ramón,cargo de,sargento mayor
Alonso García Ramón,comandante de columna de,150 hombres
Angol,tipo de entidad,ciudad de los infantes
doctor Azócar,ubicación en campaña de diciembre 1584,Angol
don Alonso de Sotomayor,comandante de,280 soldados montados
don Alonso de Sotomayor,fecha de salida a campaña desde Angol,20 de diciembre de 1584
don Alonso de Sotomayor,territorios recorridos,"Purén, Tucapel y Arauco"
Alonso Díaz,tipo de persona,mestizo
Alonso Díaz,nombre alternativo,Painenaucu
Alonso Díaz,rol entre indios,caudillo
Alonso Díaz,tiempo vivido entre indios araucanos,diez años
Jerónimo Hernández,ocupación,soldado arcabucero
Jerónimo Hernández,habilidad,manejo de armas de fuego
García Ramón,comandante de expedición de,40 soldados
García Ramón,objetivo de expedición,captura de Jerónimo Hernández y mulato desertor
Talcamávida,ubicación geográfica,al sur del Biobío
Alonso Díaz,forma de ejecución,ahorcado
don Alonso de Sotomayor,fecha de retorno a Angol,9 de enero de 1585
don Luis de Sotomayor,relación familiar con,don Alonso de Sotomayor
don Luis de Sotomayor,zona de operaciones militares,términos de ciudades del sur
Juan Álvarez de Luna,cargo de,capitán
Juan Álvarez de Luna,emisario a,Audiencia del Perú
Juan Álvarez de Luna,punto de despacho,Angol
García Ramón,cargo de,sargento mayor
García Ramón,rol en combate del 16 enero 1585,restablecimiento del orden
combate del 16 enero 1585,fecha de ocurrencia,16 de enero de 1585
combate del 16 enero 1585,ubicación,inmediaciones de Angol
Millapoa,ubicación geográfica,orillas del Biobío
Millapoa,tipo de construcción militar,fuerte en cada ribera
Purén,tipo de construcción militar,fuerte
Purén,guarnición de,pequeño destacamento
Obispo Lizárraga,autor de carta a,Rey de España
Obispo Lizárraga,cargo de,Obispo de la diócesis de Chile
Obispado de la Imperial,nombre alternativo de,Obispado de Concepción
Obispo Lizárraga,cargo de,Obispo de la Asunción del Paraguay
Alonso de Ribera,cargo de,Gobernador de Chile
Alonso García Ramón,cargo de,Gobernador de Chile
Felipe III,cargo de,Rey de España
Obispo Pérez de Espinosa,cargo de,Obispo de Santiago
Obispo Pérez de Espinosa,fecha de llegada a Chile,finales de 1601
